sample_order,sector,sector_rank,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,verification_status,verification_note
124,health_care,26,ANTM,Anthem,0001156039,F3,10-Q,2020-04-29,0001156039-20-000028,https://www.sec.gov/Archives/edgar/data/1156039/0001156039-20-000028.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
124,health_care,26,ANTM,Anthem,0001156039,F4,10-Q,2020-07-29,0001156039-20-000070,https://www.sec.gov/Archives/edgar/data/1156039/0001156039-20-000070.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
124,health_care,26,ANTM,Anthem,0001156039,F5,10-Q,2020-10-28,0001156039-20-000089,https://www.sec.gov/Archives/edgar/data/1156039/0001156039-20-000089.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
125,health_care,27,TFX,Teleflex,0000096943,F1,10-Q,2019-10-31,0000096943-19-000177,https://www.sec.gov/Archives/edgar/data/96943/0000096943-19-000177.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
125,health_care,27,TFX,Teleflex,0000096943,F2,10-K,2020-02-21,0000096943-20-000017,https://www.sec.gov/Archives/edgar/data/96943/0000096943-20-000017.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
125,health_care,27,TFX,Teleflex,0000096943,F3,10-Q,2020-04-30,0000096943-20-000053,https://www.sec.gov/Archives/edgar/data/96943/0000096943-20-000053.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
125,health_care,27,TFX,Teleflex,0000096943,F4,10-Q,2020-07-30,0000096943-20-000097,https://www.sec.gov/Archives/edgar/data/96943/0000096943-20-000097.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
125,health_care,27,TFX,Teleflex,0000096943,F5,10-Q,2020-10-29,0000096943-20-000113,https://www.sec.gov/Archives/edgar/data/96943/0000096943-20-000113.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
126,health_care,29,ABT,Abbott Laboratories,0000001800,F1,10-Q,2019-10-31,0001104659-19-058323,https://www.sec.gov/Archives/edgar/data/1800/0001104659-19-058323.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
126,health_care,29,ABT,Abbott Laboratories,0000001800,F2,10-K,2020-02-21,0001104659-20-023904,https://www.sec.gov/Archives/edgar/data/1800/0001104659-20-023904.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
126,health_care,29,ABT,Abbott Laboratories,0000001800,F3,10-Q,2020-04-29,0001104659-20-053384,https://www.sec.gov/Archives/edgar/data/1800/0001104659-20-053384.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
126,health_care,29,ABT,Abbott Laboratories,0000001800,F4,10-Q,2020-07-29,0001104659-20-087850,https://www.sec.gov/Archives/edgar/data/1800/0001104659-20-087850.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
126,health_care,29,ABT,Abbott Laboratories,0000001800,F5,10-Q,2020-11-04,0001104659-20-121336,https://www.sec.gov/Archives/edgar/data/1800/0001104659-20-121336.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
127,industrials,1,IR,Ingersoll Rand,0001699150,F1,10-Q,2019-10-30,0001140361-19-019437,https://www.sec.gov/Archives/edgar/data/1699150/0001140361-19-019437.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
127,industrials,1,IR,Ingersoll Rand,0001699150,F2,10-K,2020-02-26,0001140361-20-004146,https://www.sec.gov/Archives/edgar/data/1699150/0001140361-20-004146.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
127,industrials,1,IR,Ingersoll Rand,0001699150,F3,10-Q,2020-05-15,0001140361-20-011736,https://www.sec.gov/Archives/edgar/data/1699150/0001140361-20-011736.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
127,industrials,1,IR,Ingersoll Rand,0001699150,F4,10-Q,2020-08-04,0001140361-20-017479,https://www.sec.gov/Archives/edgar/data/1699150/0001140361-20-017479.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
127,industrials,1,IR,Ingersoll Rand,0001699150,F5,10-Q,2020-11-03,0001628280-20-015382,https://www.sec.gov/Archives/edgar/data/1699150/0001628280-20-015382.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
128,industrials,2,PNR,Pentair,0000077360,F1,10-Q,2019-10-23,0000077360-19-000035,https://www.sec.gov/Archives/edgar/data/77360/0000077360-19-000035.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
128,industrials,2,PNR,Pentair,0000077360,F2,10-K,2020-02-25,0000077360-20-000006,https://www.sec.gov/Archives/edgar/data/77360/0000077360-20-000006.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
128,industrials,2,PNR,Pentair,0000077360,F3,10-Q,2020-04-30,0000077360-20-000018,https://www.sec.gov/Archives/edgar/data/77360/0000077360-20-000018.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
128,industrials,2,PNR,Pentair,0000077360,F4,10-Q,2020-07-23,0000077360-20-000031,https://www.sec.gov/Archives/edgar/data/77360/0000077360-20-000031.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
128,industrials,2,PNR,Pentair,0000077360,F5,10-Q,2020-10-20,0000077360-20-000040,https://www.sec.gov/Archives/edgar/data/77360/0000077360-20-000040.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
129,industrials,3,XYL,Xylem Inc.,0001524472,F1,10-Q,2019-10-31,0001524472-19-000055,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-19-000055.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
129,industrials,3,XYL,Xylem Inc.,0001524472,F2,10-K,2020-02-28,0001524472-20-000006,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-20-000006.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
129,industrials,3,XYL,Xylem Inc.,0001524472,F3,10-Q,2020-05-05,0001524472-20-000020,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-20-000020.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
129,industrials,3,XYL,Xylem Inc.,0001524472,F4,10-Q,2020-07-30,0001524472-20-000045,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-20-000045.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
129,industrials,3,XYL,Xylem Inc.,0001524472,F5,10-Q,2020-10-29,0001524472-20-000055,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-20-000055.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
130,industrials,4,CPRT,Copart,0000900075,F1,10-Q,2019-11-25,0000900075-19-000028,https://www.sec.gov/Archives/edgar/data/900075/0000900075-19-000028.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
130,industrials,4,CPRT,Copart,0000900075,F2,10-Q,2020-02-27,0000900075-20-000006,https://www.sec.gov/Archives/edgar/data/900075/0000900075-20-000006.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
130,industrials,4,CPRT,Copart,0000900075,F3,10-Q,2020-05-28,0000900075-20-000014,https://www.sec.gov/Archives/edgar/data/900075/0000900075-20-000014.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
130,industrials,4,CPRT,Copart,0000900075,F4,10-K,2020-09-28,0000900075-20-000021,https://www.sec.gov/Archives/edgar/data/900075/0000900075-20-000021.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
130,industrials,4,CPRT,Copart,0000900075,F5,10-Q,2020-11-20,0000900075-20-000029,https://www.sec.gov/Archives/edgar/data/900075/0000900075-20-000029.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
131,industrials,5,IEX,IDEX Corporation,0000832101,F1,10-Q,2019-10-30,0000832101-19-000031,https://www.sec.gov/Archives/edgar/data/832101/0000832101-19-000031.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
131,industrials,5,IEX,IDEX Corporation,0000832101,F2,10-K,2020-02-21,0000832101-20-000007,https://www.sec.gov/Archives/edgar/data/832101/0000832101-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
131,industrials,5,IEX,IDEX Corporation,0000832101,F3,10-Q,2020-04-24,0000832101-20-000014,https://www.sec.gov/Archives/edgar/data/832101/0000832101-20-000014.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
131,industrials,5,IEX,IDEX Corporation,0000832101,F4,10-Q,2020-07-24,0000832101-20-000027,https://www.sec.gov/Archives/edgar/data/832101/0000832101-20-000027.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
131,industrials,5,IEX,IDEX Corporation,0000832101,F5,10-Q,2020-10-28,0000832101-20-000039,https://www.sec.gov/Archives/edgar/data/832101/0000832101-20-000039.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F1,10-Q,2019-10-17,0000100885-19-000256,https://www.sec.gov/Archives/edgar/data/100885/0000100885-19-000256.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F2,10-K,2020-02-07,0000100885-20-000065,https://www.sec.gov/Archives/edgar/data/100885/0000100885-20-000065.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F3,10-Q,2020-04-23,0000100885-20-000143,https://www.sec.gov/Archives/edgar/data/100885/0000100885-20-000143.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F4,10-Q,2020-07-23,0000100885-20-000221,https://www.sec.gov/Archives/edgar/data/100885/0000100885-20-000221.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F5,10-Q,2020-10-22,0000100885-20-000304,https://www.sec.gov/Archives/edgar/data/100885/0000100885-20-000304.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
133,industrials,7,LMT,Lockheed Martin,0000936468,F1,10-Q,2019-10-24,0000936468-19-000069,https://www.sec.gov/Archives/edgar/data/936468/0000936468-19-000069.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
133,industrials,7,LMT,Lockheed Martin,0000936468,F2,10-K,2020-02-07,0000936468-20-000016,https://www.sec.gov/Archives/edgar/data/936468/0000936468-20-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
133,industrials,7,LMT,Lockheed Martin,0000936468,F3,10-Q,2020-04-22,0000936468-20-000056,https://www.sec.gov/Archives/edgar/data/936468/0000936468-20-000056.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
133,industrials,7,LMT,Lockheed Martin,0000936468,F4,10-Q,2020-07-21,0000936468-20-000115,https://www.sec.gov/Archives/edgar/data/936468/0000936468-20-000115.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
133,industrials,7,LMT,Lockheed Martin,0000936468,F5,10-Q,2020-10-22,0000936468-20-000125,https://www.sec.gov/Archives/edgar/data/936468/0000936468-20-000125.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
134,industrials,8,URI,United Rentals,0001067701,F1,10-Q,2019-10-16,0001067701-19-000041,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-19-000041.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
134,industrials,8,URI,United Rentals,0001067701,F2,10-K,2020-01-29,0001067701-20-000008,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-20-000008.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
134,industrials,8,URI,United Rentals,0001067701,F3,10-Q,2020-04-29,0001067701-20-000019,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-20-000019.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
134,industrials,8,URI,United Rentals,0001067701,F4,10-Q,2020-07-29,0001067701-20-000034,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-20-000034.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
134,industrials,8,URI,United Rentals,0001067701,F5,10-Q,2020-10-28,0001067701-20-000046,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-20-000046.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
135,industrials,9,INFO,IHS Markit,0001598014,F1,10-Q,2019-09-24,0001598014-19-000126,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-19-000126.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
135,industrials,9,INFO,IHS Markit,0001598014,F2,10-K,2020-01-17,0001598014-20-000008,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-20-000008.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
135,industrials,9,INFO,IHS Markit,0001598014,F3,10-Q,2020-03-24,0001598014-20-000065,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-20-000065.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
135,industrials,9,INFO,IHS Markit,0001598014,F4,10-Q,2020-06-23,0001598014-20-000160,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-20-000160.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
135,industrials,9,INFO,IHS Markit,0001598014,F5,10-Q,2020-09-29,0001598014-20-000200,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-20-000200.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F1,10-Q,2019-10-31,0001564590-19-039139,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-19-039139.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F2,10-K,2020-02-26,0001564590-20-006812,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-006812.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F3,10-Q,2020-05-01,0001564590-20-020502,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-020502.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F4,10-Q,2020-07-30,0001564590-20-034912,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-034912.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F5,10-Q,2020-10-29,0001564590-20-048855,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-048855.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F1,10-Q,2019-11-07,0001564590-19-041345,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-19-041345.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F2,10-K,2020-02-27,0001564590-20-007004,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-20-007004.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F3,10-Q,2020-04-30,0001564590-20-020170,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-20-020170.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F4,10-Q,2020-08-05,0001564590-20-036796,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-20-036796.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F5,10-Q,2020-11-02,0001564590-20-049632,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-20-049632.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
138,industrials,12,EMR,Emerson Electric,0000032604,F1,10-K,2019-11-18,0000032604-19-000048,https://www.sec.gov/Archives/edgar/data/32604/0000032604-19-000048.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
138,industrials,12,EMR,Emerson Electric,0000032604,F2,10-Q,2020-02-05,0000032604-20-000007,https://www.sec.gov/Archives/edgar/data/32604/0000032604-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
138,industrials,12,EMR,Emerson Electric,0000032604,F3,10-Q,2020-04-24,0000032604-20-000021,https://www.sec.gov/Archives/edgar/data/32604/0000032604-20-000021.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
138,industrials,12,EMR,Emerson Electric,0000032604,F4,10-Q,2020-08-05,0000032604-20-000033,https://www.sec.gov/Archives/edgar/data/32604/0000032604-20-000033.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
138,industrials,12,EMR,Emerson Electric,0000032604,F5,10-K,2020-11-16,0000032604-20-000041,https://www.sec.gov/Archives/edgar/data/32604/0000032604-20-000041.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
139,industrials,13,FLS,Flowserve Corporation,0000030625,F1,10-Q,2019-10-30,0000030625-19-000072,https://www.sec.gov/Archives/edgar/data/30625/0000030625-19-000072.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
139,industrials,13,FLS,Flowserve Corporation,0000030625,F2,10-K,2020-02-18,0000030625-20-000007,https://www.sec.gov/Archives/edgar/data/30625/0000030625-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
139,industrials,13,FLS,Flowserve Corporation,0000030625,F3,10-Q,2020-05-07,0000030625-20-000066,https://www.sec.gov/Archives/edgar/data/30625/0000030625-20-000066.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
139,industrials,13,FLS,Flowserve Corporation,0000030625,F4,10-Q,2020-07-30,0000030625-20-000100,https://www.sec.gov/Archives/edgar/data/30625/0000030625-20-000100.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
139,industrials,13,FLS,Flowserve Corporation,0000030625,F5,10-Q,2020-11-13,0000030625-20-000116,https://www.sec.gov/Archives/edgar/data/30625/0000030625-20-000116.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
140,industrials,14,ALK,Alaska Air Group,0000766421,F1,10-Q,2019-11-07,0000766421-19-000054,https://www.sec.gov/Archives/edgar/data/766421/0000766421-19-000054.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
140,industrials,14,ALK,Alaska Air Group,0000766421,F2,10-K,2020-02-12,0000766421-20-000013,https://www.sec.gov/Archives/edgar/data/766421/0000766421-20-000013.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
140,industrials,14,ALK,Alaska Air Group,0000766421,F3,10-Q,2020-05-14,0000766421-20-000046,https://www.sec.gov/Archives/edgar/data/766421/0000766421-20-000046.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
140,industrials,14,ALK,Alaska Air Group,0000766421,F4,10-Q,2020-08-04,0000766421-20-000071,https://www.sec.gov/Archives/edgar/data/766421/0000766421-20-000071.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
140,industrials,14,ALK,Alaska Air Group,0000766421,F5,10-Q,2020-11-05,0000766421-20-000089,https://www.sec.gov/Archives/edgar/data/766421/0000766421-20-000089.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
141,industrials,15,ODFL,Old Dominion,0000878927,F1,10-Q,2019-11-04,0001564590-19-039710,https://www.sec.gov/Archives/edgar/data/878927/0001564590-19-039710.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
141,industrials,15,ODFL,Old Dominion,0000878927,F2,10-K,2020-02-26,0001564590-20-006626,https://www.sec.gov/Archives/edgar/data/878927/0001564590-20-006626.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
141,industrials,15,ODFL,Old Dominion,0000878927,F3,10-Q,2020-05-05,0001564590-20-021054,https://www.sec.gov/Archives/edgar/data/878927/0001564590-20-021054.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
141,industrials,15,ODFL,Old Dominion,0000878927,F4,10-Q,2020-08-06,0001564590-20-037340,https://www.sec.gov/Archives/edgar/data/878927/0001564590-20-037340.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
141,industrials,15,ODFL,Old Dominion,0000878927,F5,10-Q,2020-11-06,0001564590-20-051868,https://www.sec.gov/Archives/edgar/data/878927/0001564590-20-051868.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
142,industrials,16,GWW,W. W. Grainger,0000277135,F1,10-Q,2019-10-23,0000277135-19-000031,https://www.sec.gov/Archives/edgar/data/277135/0000277135-19-000031.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
142,industrials,16,GWW,W. W. Grainger,0000277135,F2,10-K,2020-02-20,0000277135-20-000007,https://www.sec.gov/Archives/edgar/data/277135/0000277135-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
142,industrials,16,GWW,W. W. Grainger,0000277135,F3,10-Q,2020-04-23,0000277135-20-000014,https://www.sec.gov/Archives/edgar/data/277135/0000277135-20-000014.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
142,industrials,16,GWW,W. W. Grainger,0000277135,F4,10-Q,2020-07-23,0000277135-20-000021,https://www.sec.gov/Archives/edgar/data/277135/0000277135-20-000021.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
142,industrials,16,GWW,W. W. Grainger,0000277135,F5,10-Q,2020-10-22,0000277135-20-000028,https://www.sec.gov/Archives/edgar/data/277135/0000277135-20-000028.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
143,industrials,17,DD,DuPont,0001666700,F1,10-Q,2019-10-31,0001666700-19-000073,https://www.sec.gov/Archives/edgar/data/1666700/0001666700-19-000073.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
143,industrials,17,DD,DuPont,0001666700,F2,10-K,2020-02-14,0001666700-20-000006,https://www.sec.gov/Archives/edgar/data/1666700/0001666700-20-000006.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
