sample_order,sector,sector_rank,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,verification_status,verification_note,classification,signal_strength,temporal_state,affected_actor,origin_status,evidence_summary,specificity,novelty,persistence,commercial_explicitness,scorer_confidence
121,health_care,23,EW,Edwards Lifesciences,0001099800,F5,10-Q,2020-10-26,0001099800-20-000024,https://www.sec.gov/Archives/edgar/data/1099800/0001099800-20-000024.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Strong,IMPLEMENTATION,TAVR customers,Company-originated commercial model,The decision to discontinue the CENTERA program is already explicit in the opening filing and remains the same portfolio-withdrawal mechanism through F5.,High,Pre-existing,Persistent,High,High
122,health_care,24,ABC,AmerisourceBergen,0001140859,F1,10-K,2019-11-19,0001140859-19-000040,https://www.sec.gov/Archives/edgar/data/1140859/0001140859-19-000040.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Price increases are discussed as pharmaceutical-industry/regulatory conditions rather than an AmerisourceBergen-originated customer action.,N/A,N/A,None,N/A,High
122,health_care,24,ABC,AmerisourceBergen,0001140859,F2,10-Q,2020-01-30,0001140859-20-000008,https://www.sec.gov/Archives/edgar/data/1140859/0001140859-20-000008.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Price increases are discussed as pharmaceutical-industry/regulatory conditions rather than an AmerisourceBergen-originated customer action.,N/A,N/A,None,N/A,High
122,health_care,24,ABC,AmerisourceBergen,0001140859,F3,10-Q,2020-05-07,0001140859-20-000022,https://www.sec.gov/Archives/edgar/data/1140859/0001140859-20-000022.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Price increases are discussed as pharmaceutical-industry/regulatory conditions rather than an AmerisourceBergen-originated customer action.,N/A,N/A,None,N/A,High
122,health_care,24,ABC,AmerisourceBergen,0001140859,F4,10-Q,2020-08-05,0001140859-20-000035,https://www.sec.gov/Archives/edgar/data/1140859/0001140859-20-000035.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Price increases are discussed as pharmaceutical-industry/regulatory conditions rather than an AmerisourceBergen-originated customer action.,N/A,N/A,None,N/A,High
122,health_care,24,ABC,AmerisourceBergen,0001140859,F5,10-K,2020-11-19,0001140859-20-000050,https://www.sec.gov/Archives/edgar/data/1140859/0001140859-20-000050.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Price increases are discussed as pharmaceutical-industry/regulatory conditions rather than an AmerisourceBergen-originated customer action.,N/A,N/A,None,N/A,High
123,health_care,25,HOLX,Hologic,0000859737,F1,10-K,2019-11-27,0000859737-19-000026,https://www.sec.gov/Archives/edgar/data/859737/0000859737-19-000026.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Standalone selling-price and disposal accounting language does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
123,health_care,25,HOLX,Hologic,0000859737,F2,10-Q,2020-01-29,0000859737-20-000007,https://www.sec.gov/Archives/edgar/data/859737/0000859737-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Standalone selling-price and disposal accounting language does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
123,health_care,25,HOLX,Hologic,0000859737,F3,10-Q,2020-04-29,0000859737-20-000018,https://www.sec.gov/Archives/edgar/data/859737/0000859737-20-000018.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Standalone selling-price and disposal accounting language does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
123,health_care,25,HOLX,Hologic,0000859737,F4,10-Q,2020-07-29,0000859737-20-000028,https://www.sec.gov/Archives/edgar/data/859737/0000859737-20-000028.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Standalone selling-price and disposal accounting language does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
123,health_care,25,HOLX,Hologic,0000859737,F5,10-K,2020-11-17,0000859737-20-000039,https://www.sec.gov/Archives/edgar/data/859737/0000859737-20-000039.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Standalone selling-price and disposal accounting language does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
124,health_care,26,ANTM,Anthem,0001156039,F1,10-Q,2019-10-23,0001156039-19-000016,https://www.sec.gov/Archives/edgar/data/1156039/0001156039-19-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Health-plan members,Company-originated commercial model,Premium rate increases are explicitly designed to cover overall cost trends at F1 and remain so through F5; very strong but fully pre-existing.,High,Pre-existing,Persistent,High,High
124,health_care,26,ANTM,Anthem,0001156039,F2,10-K,2020-02-19,0001156039-20-000003,https://www.sec.gov/Archives/edgar/data/1156039/0001156039-20-000003.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Health-plan members,Company-originated commercial model,Premium rate increases are explicitly designed to cover overall cost trends at F1 and remain so through F5; very strong but fully pre-existing.,High,Pre-existing,Persistent,High,High
124,health_care,26,ANTM,Anthem,0001156039,F3,10-Q,2020-04-29,0001156039-20-000028,https://www.sec.gov/Archives/edgar/data/1156039/0001156039-20-000028.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Health-plan members,Company-originated commercial model,Premium rate increases are explicitly designed to cover overall cost trends at F1 and remain so through F5; very strong but fully pre-existing.,High,Pre-existing,Persistent,High,High
124,health_care,26,ANTM,Anthem,0001156039,F4,10-Q,2020-07-29,0001156039-20-000070,https://www.sec.gov/Archives/edgar/data/1156039/0001156039-20-000070.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Health-plan members,Company-originated commercial model,Premium rate increases are explicitly designed to cover overall cost trends at F1 and remain so through F5; very strong but fully pre-existing.,High,Pre-existing,Persistent,High,High
124,health_care,26,ANTM,Anthem,0001156039,F5,10-Q,2020-10-28,0001156039-20-000089,https://www.sec.gov/Archives/edgar/data/1156039/0001156039-20-000089.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Health-plan members,Company-originated commercial model,Premium rate increases are explicitly designed to cover overall cost trends at F1 and remain so through F5; very strong but fully pre-existing.,High,Pre-existing,Persistent,High,High
125,health_care,27,TFX,Teleflex,0000096943,F1,10-Q,2019-10-31,0000096943-19-000177,https://www.sec.gov/Archives/edgar/data/96943/0000096943-19-000177.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,The company describes inability to pass higher costs to customers rather than an implemented transfer.,N/A,N/A,None,N/A,High
125,health_care,27,TFX,Teleflex,0000096943,F2,10-K,2020-02-21,0000096943-20-000017,https://www.sec.gov/Archives/edgar/data/96943/0000096943-20-000017.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,The company describes inability to pass higher costs to customers rather than an implemented transfer.,N/A,N/A,None,N/A,High
125,health_care,27,TFX,Teleflex,0000096943,F3,10-Q,2020-04-30,0000096943-20-000053,https://www.sec.gov/Archives/edgar/data/96943/0000096943-20-000053.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,The company describes inability to pass higher costs to customers rather than an implemented transfer.,N/A,N/A,None,N/A,High
125,health_care,27,TFX,Teleflex,0000096943,F4,10-Q,2020-07-30,0000096943-20-000097,https://www.sec.gov/Archives/edgar/data/96943/0000096943-20-000097.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,The company describes inability to pass higher costs to customers rather than an implemented transfer.,N/A,N/A,None,N/A,High
125,health_care,27,TFX,Teleflex,0000096943,F5,10-Q,2020-10-29,0000096943-20-000113,https://www.sec.gov/Archives/edgar/data/96943/0000096943-20-000113.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,The company describes inability to pass higher costs to customers rather than an implemented transfer.,N/A,N/A,None,N/A,High
126,health_care,28,ABT,Abbott Laboratories,0000001800,F1,10-Q,2019-10-31,0001104659-19-058323,https://www.sec.gov/Archives/edgar/data/1800/0001104659-19-058323.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price/rebate references are policy and reimbursement risk language, not a concrete Abbott customer-economic action.",N/A,N/A,None,N/A,High
126,health_care,28,ABT,Abbott Laboratories,0000001800,F2,10-K,2020-02-21,0001104659-20-023904,https://www.sec.gov/Archives/edgar/data/1800/0001104659-20-023904.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price/rebate references are policy and reimbursement risk language, not a concrete Abbott customer-economic action.",N/A,N/A,None,N/A,High
126,health_care,28,ABT,Abbott Laboratories,0000001800,F3,10-Q,2020-04-29,0001104659-20-053384,https://www.sec.gov/Archives/edgar/data/1800/0001104659-20-053384.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price/rebate references are policy and reimbursement risk language, not a concrete Abbott customer-economic action.",N/A,N/A,None,N/A,High
126,health_care,28,ABT,Abbott Laboratories,0000001800,F4,10-Q,2020-07-29,0001104659-20-087850,https://www.sec.gov/Archives/edgar/data/1800/0001104659-20-087850.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price/rebate references are policy and reimbursement risk language, not a concrete Abbott customer-economic action.",N/A,N/A,None,N/A,High
126,health_care,28,ABT,Abbott Laboratories,0000001800,F5,10-Q,2020-11-04,0001104659-20-121336,https://www.sec.gov/Archives/edgar/data/1800/0001104659-20-121336.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price/rebate references are policy and reimbursement risk language, not a concrete Abbott customer-economic action.",N/A,N/A,None,N/A,High
